cellosaurus name	cellosaurus accession	bto cell line	organism	age	developmental stage	sex	ancestry category	disease	cell type	sampling site	synonyms
ND19409	CVCL_ED19	no available	Homo sapiens	71Y	no available	Female	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19424	CVCL_ED20	no available	Homo sapiens	72Y	no available	Female	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19426	CVCL_CR53	no available	Homo sapiens	46Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19438	CVCL_CR54	no available	Homo sapiens	56Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19439	CVCL_CR55	no available	Homo sapiens	69Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19440	CVCL_CR56	no available	Homo sapiens	81Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19446	CVCL_IF55	no available	Homo sapiens	43Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19449	CVCL_EH80	no available	Homo sapiens	66Y	no available	Male	no available	Progressive supranuclear palsy	no available	Peripheral blood	no available
ND19454	CVCL_BS70	no available	Homo sapiens	80Y	no available	Male	no available	Amyotrophic lateral sclerosis	no available	Peripheral blood	no available
ND19465	CVCL_CR57	no available	Homo sapiens	58Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19471	CVCL_CR58	no available	Homo sapiens	38Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19472	CVCL_IF56	no available	Homo sapiens	64Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19473	CVCL_IF57	no available	Homo sapiens	63Y	no available	Female	no available	no available	no available	Peripheral blood	no available
ND19474	CVCL_IF58	no available	Homo sapiens	39Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19475	CVCL_IF59	no available	Homo sapiens	34Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19476	CVCL_CR59	no available	Homo sapiens	25Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19477	CVCL_IF60	no available	Homo sapiens	71Y	no available	Female	no available	no available	no available	Peripheral blood	no available
ND19488	CVCL_ED21	no available	Homo sapiens	57Y	no available	Male	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19489	CVCL_ED22	no available	Homo sapiens	69Y	no available	Female	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19491	CVCL_ED23	no available	Homo sapiens	72Y	no available	Female	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19493	CVCL_GM75	no available	Homo sapiens	56Y	no available	Female	no available	no available	no available	Peripheral blood	no available
ND19509	CVCL_CR60	no available	Homo sapiens	51Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19510	CVCL_EH81	no available	Homo sapiens	75Y	no available	Male	no available	Progressive supranuclear palsy	no available	Peripheral blood	no available
ND19512	CVCL_CR61	no available	Homo sapiens	78Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19523	CVCL_CR62	no available	Homo sapiens	63Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19525	CVCL_CR63	no available	Homo sapiens	77Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19530	CVCL_CR64	no available	Homo sapiens	47Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19531	CVCL_ED24	no available	Homo sapiens	50Y	no available	Male	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19534	CVCL_CR65	no available	Homo sapiens	69Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19535	CVCL_ED25	no available	Homo sapiens	53Y	no available	Male	African American	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19547	CVCL_CR66	no available	Homo sapiens	58Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19548	CVCL_CR67	no available	Homo sapiens	63Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19556	CVCL_CR68	no available	Homo sapiens	82Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19558	CVCL_CR69	no available	Homo sapiens	60Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19566	CVCL_CR70	no available	Homo sapiens	83Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19574	CVCL_CR71	no available	Homo sapiens	51Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19576	CVCL_GM76	no available	Homo sapiens	72Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19577	CVCL_GM77	no available	Homo sapiens	65Y	no available	Female	no available	no available	no available	Peripheral blood	no available
ND19584	CVCL_GM78	no available	Homo sapiens	74Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19586	CVCL_CR72	no available	Homo sapiens	89Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19594	CVCL_CR73	no available	Homo sapiens	75Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19596	CVCL_CR74	no available	Homo sapiens	72Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19602	CVCL_ED26	no available	Homo sapiens	50Y	no available	Male	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19618	CVCL_CR75	no available	Homo sapiens	57Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19619	CVCL_CR76	no available	Homo sapiens	47Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19620	CVCL_CR77	no available	Homo sapiens	72Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19625	CVCL_CR78	no available	Homo sapiens	64Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19633	CVCL_CR79	no available	Homo sapiens	38Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19705	CVCL_CR80	no available	Homo sapiens	66Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19707	CVCL_CR81	no available	Homo sapiens	69Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19715	CVCL_CR82	no available	Homo sapiens	64Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19719	CVCL_CR83	no available	Homo sapiens	77Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19731	CVCL_FF53	no available	Homo sapiens	25Y	no available	Female	African American	no available	no available	Peripheral blood	no available
ND19734	CVCL_GM79	no available	Homo sapiens	45Y	no available	Female	no available	no available	no available	Peripheral blood	no available
ND19735	CVCL_GM80	no available	Homo sapiens	43Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19738	CVCL_ED27	no available	Homo sapiens	73Y	no available	Female	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19739	CVCL_IG84	no available	Homo sapiens	69Y	no available	Male	no available	Cerebrovascular accident	no available	Peripheral blood	no available
ND19740	CVCL_ED28	no available	Homo sapiens	53Y	no available	Male	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19742	CVCL_ED29	no available	Homo sapiens	50Y	no available	Male	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19746	CVCL_CR84	no available	Homo sapiens	60Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19755	CVCL_GM81	no available	Homo sapiens	65Y	no available	Male	Jewish; Ashkenazi	no available	no available	Peripheral blood	no available
ND19761	CVCL_GM82	no available	Homo sapiens	66Y	no available	Female	no available	no available	no available	Peripheral blood	no available
ND19762	CVCL_CR85	no available	Homo sapiens	32Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19766	CVCL_IF61	no available	Homo sapiens	66Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19767	CVCL_EH82	no available	Homo sapiens	66Y	no available	Female	no available	Progressive supranuclear palsy	no available	Peripheral blood	no available
ND19777	CVCL_CR86	no available	Homo sapiens	69Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19784	CVCL_IK45	no available	Homo sapiens	56Y	no available	Female	no available	Primary lateral sclerosis	no available	Peripheral blood	no available
ND19792	CVCL_ED30	no available	Homo sapiens	49Y	no available	Female	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19794	CVCL_ED31	no available	Homo sapiens	74Y	no available	Male	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19797	CVCL_ED32	no available	Homo sapiens	46Y	no available	Male	no available	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19802	CVCL_CR87	no available	Homo sapiens	65Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19805	CVCL_CR88	no available	Homo sapiens	67Y	no available	Male	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19819	CVCL_CR89	no available	Homo sapiens	72Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19823	CVCL_CR90	no available	Homo sapiens	83Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19825	CVCL_CR91	no available	Homo sapiens	75Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19834	CVCL_CR92	no available	Homo sapiens	69Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19846	CVCL_GM83	no available	Homo sapiens	67Y	no available	Female	no available	no available	no available	Peripheral blood	no available
ND19847	CVCL_CR93	no available	Homo sapiens	53Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19848	CVCL_ED33	no available	Homo sapiens	53Y	no available	Male	African American	Ischemic cerebrovascular accident	no available	Peripheral blood	no available
ND19850	CVCL_EH83	no available	Homo sapiens	74Y	no available	Male	no available	Progressive supranuclear palsy	no available	Peripheral blood	no available
ND19851	CVCL_GM84	no available	Homo sapiens	75Y	no available	Female	no available	no available	no available	Peripheral blood	no available
ND19852	CVCL_GM85	no available	Homo sapiens	74Y	no available	Male	no available	no available	no available	Peripheral blood	no available
ND19860	CVCL_CR94	no available	Homo sapiens	63Y	no available	Female	no available	Parkinson's disease	no available	Peripheral blood	no available
ND19861	CVCL_IH55	no available	Homo sapiens	45Y	no available	Male	no available	Cerebral hemorrhage	no available	Peripheral blood	no available
